Organism	Uniprot	Protein name	Secretion	CAZy	Enzyme type	Substrate details	H2O2 type	MEROPS	Bagasse1	Bagasse2	Bagasse3	Birch1	Birch2	Birch3	Spruce1	Spruce2	Spruce3	Cellulose1	Cellulose2	Cellulose3	Glucose1	Glucose2	Glucose3	Peptides	Unique peptides	Score	MS/MS count	Majority protein IDs	EC	GO
p.chrysosporium	2762163993	Glycoside hydrolase	N	GH18	GH	chitin				-1.96						-0.44	-0.48							2	2	64.385	18	2762163993		carbohydrate metabolic process
p.chrysosporium	2762169417	Glycoside Hydrolase Family 18	Y	GH18;CBM5	GH	chitin			0.89	0.27	-0.44	-0.91	-1.14			0.58	0.95							8	8	86.752	174	2762169417		carbohydrate metabolic process
m.thermophila	G2Q4L9	Glycoside hydrolase family 2 protein	Y	GH2	GH	mannan									-0.51	-0.38	-1.22	-1.65	-1.31	-1.89				8	8	35.002	53	tr|G2Q4L9|G2Q4L9_MYCTT		carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QHT5	Tubulin beta chain	N						0.37	-0.36	0.30	-0.51	-0.44											12	12	66.564	71	tr|G2QHT5|G2QHT5_MYCTT		microtubule-based process [GO:0007017]
m.thermophila	G2QHV8	Uncharacterized protein	N						-0.63	-0.92	-1.54	-1.09	-0.58	-1.34										5	5	41.655	32	tr|G2QHV8|G2QHV8_MYCTT		positive regulation of translational fidelity [GO:0045903]; rRNA export from nucleus [GO:0006407]; translation [GO:0006412]
m.thermophila	G2QHV9	Uncharacterized protein	N						0.13	-0.54	1.14	0.05	1.24	-0.28										4	4	138.08	55	tr|G2QHV9|G2QHV9_MYCTT		
m.thermophila	G2QHY6	Histone H2A	N							-1.32	-0.98													2	2	3.2756	18	tr|G2QHY6|G2QHY6_MYCTT;tr|G2QNQ1|G2QNQ1_MYCTT		
m.thermophila	G2QHY7	Histone H2B	N						-0.58	-0.37	-0.45	-0.75	0.30	-1.02							0.49	0.92	0.18	6	6	18.579	56	tr|G2QHY7|G2QHY7_MYCTT		
m.thermophila	G2QI39	Aconitate hydratase, mitochondrial	N										-2.30	-2.68										3	3	12.618	16	tr|G2QI39|G2QI39_MYCTT	EC 4.2.1.-	mitochondrial genome maintenance [GO:0000002]; tricarboxylic acid cycle [GO:0006099]
m.thermophila	G2QGS8	Glycoside hydrolase family 2 protein	Y	GH2	GH	mannan			-0.52	-0.44	-1.32	-1.65	-2.43											11	11	65.38	21	tr|G2QGS8|G2QGS8_MYCTT		carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762172250	glycoside hydrolase family 2 protein	Y	GH2	GH	mannan			-2.32							-2.46	-1.20							7	7	36.137	33	2762172250		
m.thermophila	G2Q2L6	Beta-hexosaminidase	Y	GH20	GH								-1.58		-0.70	-0.09	-0.70	-1.43	-1.72	-1.39				12	12	31.109	82	tr|G2Q2L6|G2Q2L6_MYCTT	EC 3.2.1.52	carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762171452	Glycoside Hydrolase Family 20 protein	Y	GH20	GH				-1.93	-1.67	-2.05					-2.83	-2.42							3	3	20.392	29	2762171452	EC 3.2.1.52	carbohydrate metabolic process
m.thermophila	G2QIV4	Sugar transporter-like protein	N						-1.13	-1.55	-0.57	-1.66	-0.72	-1.84										3	3	20.509	45	tr|G2QIV4|G2QIV4_MYCTT		carbohydrate transport [GO:0008643]
a.terreus	Q0CJJ5	N,O-diacetylmuramidase	Y	GH25	GH																-1.82	-1.26		4	4	17.121	6	tr|Q0CJJ5|Q0CJJ5_ASPTN		cell wall macromolecule catabolic process [GO:0016998]; peptidoglycan catabolic process [GO:0009253]
m.thermophila	G2QJ35	Aldose epimerase-like protein	N						3.67	3.86	3.43	3.67	3.41	3.84	0.37	0.93	0.99	2.25	2.29	2.01				18	18	323.31	427	tr|G2QJ35|G2QJ35_MYCTT		carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QCJ9	Lysozyme	Y	GH25	GH				-0.90	-0.67	-2.75	-1.23	-3.05	-2.47				2.37	1.41	1.19				5	5	82.664	55	tr|G2QCJ9|G2QCJ9_MYCTT	EC 3.2.1.17	cell wall macromolecule catabolic process [GO:0016998]; peptidoglycan catabolic process [GO:0009253]
m.thermophila	G2Q4H7	Glycoside hydrolase family 26 protein	Y	GH26;CBM35	GH	mannan			1.40	1.39	1.24	2.52	1.59	1.98	1.05	1.45	1.24	2.25	2.08	1.18				13	13	254.69	388	tr|G2Q4H7|G2Q4H7_MYCTT		substituted mannan metabolic process [GO:0006080]
m.thermophila	G2QJ92	Peptide hydrolase	Y					MH-M28	-0.62	-0.13		-1.01	-0.78					-2.83		-2.28				5	5	29.613	17	tr|G2QJ92|G2QJ92_MYCTT	EC 3.4.-.-	
p.chrysosporium	2762169227	alpha-galactosidase	Y	GH27	GH				-3.31							-2.80	-2.08							4	4	17.627	11	2762169227	EC 3.2.1.22	carbohydrate metabolic process
m.thermophila	G2QJD0	Uncharacterized protein	N						-2.35	-2.63	-3.31		-1.44	-2.65										2	2	6.0604	12	tr|G2QJD0|G2QJD0_MYCTT		
a.terreus	Q0CPK2	Probable alpha-galactosidase A	Y	GH27;CBM13	GH													-0.27	-0.18	-0.84				7	7	45.309	37	sp|Q0CPK2|AGALA_ASPTN	EC 3.2.1.22	carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QJM5	Uncharacterized protein	Y						0.83	1.05	0.79													4	4	73.034	48	tr|G2QJM5|G2QJM5_MYCTT		
a.terreus	Q0CEY6	Polygalacturonase-4	Y	GH28	GH	pectin				-2.18							-2.51	-1.84		-2.16	-1.96	-1.80		2	2	23.963	56	tr|Q0CEY6|Q0CEY6_ASPTN		carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]
h.jecorina	G0R949	Glycoside hydrolase family 28	Y	GH28	GH	pectin									-1.18	-1.50	-1.32							2	2	79.674	12	tr|G0R949|G0R949_HYPJQ		carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]
p.chrysosporium	2762164502	endo-polygalacturonase PG1	Y	GH28	GH	pectin			5.07	4.60	4.27	3.84	3.31	2.06	2.03	5.11	5.33	-0.86	1.08	0.45		-0.74	-2.06	8	8	323.31	636	2762164502		carbohydrate metabolic process
p.chrysosporium	2762164514	Glycoside Hydrolase Family 28 protein	Y	GH28	GH	pectin			-2.48	-2.12	-2.35					-1.55	-0.61							5	5	30.985	32	2762164514		carbohydrate metabolic process
m.thermophila	G2QJU3	Alcohol dehydrogenase-like protein	N						-0.78			-2.01	-1.36											1	1	52.009	5	tr|G2QJU3|G2QJU3_MYCTT		
p.chrysosporium	2762166321	Glycoside Hydrolase Family 28 protein	Y	GH28	GH	pectin										-2.23	-1.84							1	1	68.85	25	2762166321		carbohydrate metabolic process
m.thermophila	G2QJY4	Uncharacterized protein	N						-1.05	-2.23	-1.02													3	3	100.76	17	tr|G2QJY4|G2QJY4_MYCTT		
m.thermophila	G2QK78	Aspartic protease	Y					AA-A1													-1.37	-0.78	-0.26	4	4	6.8556	31	tr|G2QK78|G2QK78_MYCTT		
m.thermophila	G2QKE8	Uncharacterized protein	N																		1.07	0.33	1.11	2	2	3.8351	8	tr|G2QKE8|G2QKE8_MYCTT		
m.thermophila	G2QKL8	Uncharacterized protein	N						2.43	1.64	1.51	0.83	1.98	0.65								-0.60	-0.59	12	12	213.49	123	tr|G2QKL8|G2QKL8_MYCTT		cell redox homeostasis [GO:0045454]
a.terreus	Q0CKU3	Uncharacterized protein	N	GH29	GH				-0.35	-1.25								2.05	1.99	1.62				15	15	144.52	157	tr|Q0CKU3|Q0CKU3_ASPTN		carbohydrate metabolic process [GO:0005975]
a.terreus	Q0CI67	Probable beta-glucosidase F	Y	GH3	GH	cellulose							-2.46	-2.56										7	7	28.524	28	sp|Q0CI67|BGLF_ASPTN	EC 3.2.1.21	cellulose catabolic process [GO:0030245]
m.thermophila	G2QKQ4	Uncharacterized protein	N																		-0.15	0.05	-0.08	2	2	14.314	20	tr|G2QKQ4|G2QKQ4_MYCTT		ATP synthesis coupled proton transport [GO:0015986]
m.thermophila	G2QKY8	Intradiol ring-cleavage dioxygenase-like protein	Y									0.63	0.23	1.24				-2.03	-0.14	0.21	5.66	5.08	3.87	3	3	135.96	197	tr|G2QKY8|G2QKY8_MYCTT		cellular aromatic compound metabolic process [GO:0006725]
a.terreus	Q0CTD7	Probable beta-glucosidase A	Y	GH3	GH	cellulose			-3.35	-0.61	-3.22				-2.86	-2.17	-1.55	1.78	-3.99	1.19				23	23	186.65	105	sp|Q0CTD7|BGLA_ASPTN	EC 3.2.1.21	cellulose catabolic process [GO:0030245]
a.terreus	Q0CFW5	Uncharacterized protein	Y	GH3	GH	cellulose			-2.84	-2.47	-3.47		-2.68	-3.43	-3.27			1.17	-1.36	0.91				13	9	134.21	92	tr|Q0CFW5|Q0CFW5_ASPTN		carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QLD3	Tyrosinase-like protein	Y						-1.15	-1.36	-2.23		-2.40											3	3	17.984	24	tr|G2QLD3|G2QLD3_MYCTT		
m.thermophila	G2QLD8	Phosphoglycerate kinase	N						-1.88	-2.01			-2.07											7	7	21.347	24	tr|G2QLD8|G2QLD8_MYCTT	EC 2.7.2.3	glycolytic process [GO:0006096]
h.jecorina	G0RF17	Glycoside hydrolase family 3	Y	GH3	GH	cellulose						-2.39	-2.40		-4.11	-4.36								3	3	20.099	15	tr|G0RF17|G0RF17_HYPJQ		carbohydrate metabolic process [GO:0005975]
h.jecorina	G0RG23	Glycoside hydrolase family 3	Y	GH3	GH	cellulose			2.87	3.10	3.00	-0.20	1.50	-1.18	1.16	-1.71	0.21			0.90				15	15	257.48	196	tr|G0RG23|G0RG23_HYPJQ		carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QLJ3	Carbohydrate-binding WSC domain protein	Y						-1.88	-1.99	-1.83							-1.54	-0.95	-1.21				6	6	63.319	45	tr|G2QLJ3|G2QLJ3_MYCTT		
h.jecorina	G0RG24	Glycoside hydrolase family 3	Y	GH3	GH	cellulose			1.48	1.16	1.38	-0.91	-0.78	-0.50	1.11	0.73	1.25	-2.83	1.65	2.31				15	15	323.31	233	tr|G0RG24|G0RG24_HYPJQ		carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QDN2	Glycoside hydrolase family 3 protein	Y	GH3	GH	cellulose			0.04	0.21	0.22	0.78	0.31	0.87	-1.47	-0.81	-1.24	-0.58	-0.77	-1.27				15	15	223.11	155	tr|G2QDN2|G2QDN2_MYCTT	EC 3.2.1.21	carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QMT7	Glycoside hydrolase family 3 protein	Y	GH3	GH	cellulose			0.86	0.49	-0.49	-0.12	-0.64	-0.78	-2.29	-1.22	-1.82	-2.26	-1.76	-0.89				12	12	93.081	49	tr|G2QMT7|G2QMT7_MYCTT	EC 3.2.1.21	carbohydrate metabolic process [GO:0005975]
n.crassa	Q7S3R5	Beta-D-glucoside glucohydrolase	Y	GH3	GH	cellulose						-1.71	-2.14	-2.23										5	5	80.468	11	tr|Q7S3R5|Q7S3R5_NEUCR		carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QMC6	Cellobiose dehydrogenase-like protein	Y						3.78	4.05	2.85	3.07	2.69	2.55	-0.81	-0.32	-1.39	-0.59	-0.70	-0.58				6	6	178.54	285	tr|G2QMC6|G2QMC6_MYCTT		
m.thermophila	G2QME4	Uncharacterized protein	N						-2.32		-2.05													4	4	12.539	10	tr|G2QME4|G2QME4_MYCTT		
p.chrysosporium	2762160922	Glycoside hydrolase	Y	GH3	GH	cellulose			-0.22	-0.79	-0.78	-1.38	-1.17			-0.70	-0.25							13	13	92.329	94	2762160922		carbohydrate metabolic process
m.thermophila	G2QMP1	Uncharacterized protein	Y									-2.25			-3.75			-1.95	-1.51	-2.77				4	4	10.896	34	tr|G2QMP1|G2QMP1_MYCTT		
p.chrysosporium	2762172541	glycoside hydrolase family 3 protein	Y	GH3	GH	cellulose			-1.76	-1.57	-2.31					-0.65	-0.57							8	8	47.707	50	2762172541		carbohydrate metabolic process
m.thermophila	G2QMS4	Secretory phospholipase A2	Y						-0.10	0.51		-0.70	-1.24											2	2	9.4222	24	tr|G2QMS4|G2QMS4_MYCTT		arachidonic acid secretion [GO:0050482]; phospholipid metabolic process [GO:0006644]
p.chrysosporium	2762167867	glycoside hydrolase	Y	GH30	GH				-0.75	-0.82	-0.55	-1.31	-1.67		-1.33	0.11	0.60	-0.16	-0.25	-0.11	-2.98			5	5	120.47	95	2762167867		
m.thermophila	G2QMW2	Uncharacterized protein	Y										-1.86					0.43	-0.91	-1.70				4	4	149.45	42	tr|G2QMW2|G2QMW2_MYCTT		
m.thermophila	G2QN01	Citrate synthase	N						-1.38	-1.95	-1.64		-1.43	-2.26										6	6	14.504	23	tr|G2QN01|G2QN01_MYCTT		tricarboxylic acid cycle [GO:0006099]
m.thermophila	G2QN02	Uncharacterized protein	N																		-0.14	0.25	-0.45	2	2	74.904	11	tr|G2QN02|G2QN02_MYCTT		transport [GO:0006810]
m.thermophila	G2QN04	Plasma membrane ATPase	N						-0.30	-1.25	-0.35	-1.72	-0.46	-1.44							-0.30	-0.65	-0.14	7	7	96.559	56	tr|G2QN04|G2QN04_MYCTT	EC 3.6.3.6	ATP biosynthetic process [GO:0006754]
h.jecorina	G0RVQ8	Glycoside hydrolase family 30	Y	GH30_3	GH				0.02	-0.08	0.85	-1.23	-1.03	-0.27	-1.87	-0.76	-0.95							7	7	118.74	67	tr|G0RVQ8|G0RVQ8_HYPJQ		sphingolipid metabolic process [GO:0006665]
m.thermophila	G2QN42	Rhodopsin-like protein	N																		0.06	0.35	0.00	2	2	20.13	13	tr|G2QN42|G2QN42_MYCTT		
m.thermophila	G2QN52	Uncharacterized protein	N						-2.01		-1.85	-2.95	-1.76											2	2	5.0878	21	tr|G2QN52|G2QN52_MYCTT		small GTPase mediated signal transduction [GO:0007264]
m.thermophila	G2QN86	Uncharacterized protein	N						-2.17	-2.75	-2.85													3	3	12.311	14	tr|G2QN86|G2QN86_MYCTT		arginine biosynthetic process [GO:0006526]
m.thermophila	G2QN93	Uncharacterized protein	N						0.07	-0.95	-0.50										-0.05	0.08	0.74	10	10	75.182	43	tr|G2QN93|G2QN93_MYCTT		
m.thermophila	G2QN94	Uncharacterized protein	N								-2.50										0.48	0.74	0.38	8	8	83.505	47	tr|G2QN94|G2QN94_MYCTT		metabolic process [GO:0008152]
m.thermophila	G2QNH0	Uncharacterized protein	N						-0.13	-0.39	-0.12	-1.15	0.23	-0.95										9	9	40.619	60	tr|G2QNH0|G2QNH0_MYCTT		mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]
m.thermophila	G2QNH2	Uncharacterized protein	N						-1.61	-2.00	-1.57													7	7	16.215	21	tr|G2QNH2|G2QNH2_MYCTT		translation [GO:0006412]
p.chrysosporium	2762172045	Glycoside hydrolase	N	GH30_3	GH				-1.61	-1.65	-1.63	-2.15	-2.56	-3.27	-3.18	-1.96	-1.15							7	7	52.328	84	2762172045		
h.jecorina	G0RT76	Glycoside hydrolase family 5	Y	GH30_5	GH				0.19	-0.59	-0.60	-0.80	-1.24	-0.79	-1.21	-0.79	-1.25	-0.54	-0.74	-1.13				7	7	137.42	94	tr|G0RT76|G0RT76_HYPJQ		
m.thermophila	G2QA11	Glycoside hydrolase family 30 protein	Y	GH30_5	GH				0.15	0.47	-0.48	-0.10	-0.43	-0.07	-1.28	-1.25	-1.29	-0.35	-0.40	-0.65				14	14	213.26	220	tr|G2QA11|G2QA11_MYCTT		
m.thermophila	G2QNQ5	Acyltransferase	N						-0.09	-0.64	-0.57	-0.81	-0.56	-1.07										13	13	134.65	58	tr|G2QNQ5|G2QNQ5_MYCTT		
m.thermophila	G2QNR1	Uncharacterized protein	Y						1.96	2.03	1.69	0.75	0.58	0.41		-2.66	-3.97							7	7	196.46	148	tr|G2QNR1|G2QNR1_MYCTT		
h.jecorina	G0RV92	Glycoside hydrolase family GH30	Y	GH30_7	GH				1.53	1.39	2.55	0.39	1.46	1.07	1.31	0.87	1.39	2.39	2.61	2.55				8	8	323.31	348	tr|G0RV92|G0RV92_HYPJQ		sphingolipid metabolic process [GO:0006665]
h.jecorina	G0RVK4	Glycoside hydrolase family 5	Y	GH30_7	GH				0.56	0.88	2.18	-1.52	-0.17		-0.18	-2.54	-1.20		0.62	-0.18				4	4	116.65	93	tr|G0RVK4|G0RVK4_HYPJQ		sphingolipid metabolic process [GO:0006665]
m.thermophila	G2QNT3	Peptide hydrolase	Y					MH-M28							-0.65	-0.19	-0.19							4	4	188.38	19	tr|G2QNT3|G2QNT3_MYCTT	EC 3.4.-.-	
m.thermophila	G2QNU8	Alpha-galactosidase	Y						-1.32	-0.83	-1.18													6	6	34.027	13	tr|G2QNU8|G2QNU8_MYCTT	EC 3.2.1.22	carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QNZ9	Uncharacterized protein	N						2.02	1.42	1.90	0.53	1.23	0.95										23	22	286.99	162	tr|G2QNZ9|G2QNZ9_MYCTT		
m.thermophila	G2QP23	Uncharacterized protein	N										-2.48	-3.52										5	5	30.433	15	tr|G2QP23|G2QP23_MYCTT		ATP synthesis coupled proton transport [GO:0015986]
m.thermophila	G2Q1N4	Glycoside hydrolase family 30 protein	Y	GH30_7	GH				0.08	0.03	-0.94	0.01	-0.53	-0.29	-2.73	-4.28								12	12	109.72	77	tr|G2Q1N4|G2Q1N4_MYCTT		sphingolipid metabolic process [GO:0006665]
m.thermophila	G2QPB2	Uncharacterized protein	N						1.62	0.75	1.78	2.36	4.05	2.23								-0.84		24	24	323.31	213	tr|G2QPB2|G2QPB2_MYCTT		
m.thermophila	G2QPC7	40S ribosomal protein S0	N						-0.69	-0.85	-0.69		-0.41	-1.06										4	4	10.937	24	tr|G2QPC7|G2QPC7_MYCTT		ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]
m.thermophila	G2QPH7	Uncharacterized protein	Y															-1.56	-1.24	-3.25				4	4	13.119	15	tr|G2QPH7|G2QPH7_MYCTT		
m.thermophila	G2QPK7	Uncharacterized protein	N								-0.77	-1.06	-0.35	-1.16										6	6	20.994	17	tr|G2QPK7|G2QPK7_MYCTT		
m.thermophila	G2QPP4	Uncharacterized protein	Y						-2.41	-1.89									-3.12					2	2	9.6956	17	tr|G2QPP4|G2QPP4_MYCTT		
m.thermophila	G2QPQ8	Glyceraldehyde-3-phosphate dehydrogenase	N						1.89	1.57	1.44	0.47	1.82	0.97							1.72	1.68	1.53	14	14	148.04	145	tr|G2QPQ8|G2QPQ8_MYCTT	EC 1.2.1.12	glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]
a.terreus	Q0CMA7	Probable alpha/beta-glucosidase agdC	Y	GH31	GH				-2.18	-2.58			-2.21	-1.77	-2.57	-2.23	-1.07	2.15	0.80	2.40				23	23	323.31	211	sp|Q0CMA7|AGDC_ASPTN	EC 3.2.1.20	cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]
m.thermophila	G2QPW8	Uncharacterized protein	N																		-0.53	-0.54	-1.17	4	4	13.719	17	tr|G2QPW8|G2QPW8_MYCTT		
m.thermophila	G2QPX4	60S ribosomal protein L27	N						-1.41	-1.52	-1.85													4	4	20.554	24	tr|G2QPX4|G2QPX4_MYCTT		translation [GO:0006412]
a.terreus	Q0D011	Alpha-glucosidase	Y	GH31	GH					-1.23								2.20	0.49	1.67				14	14	197.05	133	tr|Q0D011|Q0D011_ASPTN		carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QQ50	40S ribosomal protein S8	N						-1.34	-1.53	-1.63		-1.38	-2.49										5	5	16.557	29	tr|G2QQ50|G2QQ50_MYCTT		translation [GO:0006412]
m.thermophila	G2QQ52	40S ribosomal protein S6	N						-0.46	-1.43	-1.00													4	4	13.491	23	tr|G2QQ52|G2QQ52_MYCTT		translation [GO:0006412]
m.thermophila	G2QQ76	Acetyl-coenzyme A synthetase	N						-0.16	-0.79	0.37	-0.10	1.12	-0.19										23	23	104.9	79	tr|G2QQ76|G2QQ76_MYCTT	EC 6.2.1.1	acetyl-CoA biosynthetic process from acetate [GO:0019427]
m.thermophila	G2QQ81	Uncharacterized protein	N						-1.22	-1.98	-2.05													6	6	20.491	15	tr|G2QQ81|G2QQ81_MYCTT		translation [GO:0006412]
m.thermophila	G2QQA3	Uncharacterized protein	N						-0.88			-3.18	-1.27											4	4	26.099	10	tr|G2QQA3|G2QQA3_MYCTT		ATP synthesis coupled electron transport [GO:0042773]
m.thermophila	G2QQB7	Uncharacterized protein	N						-2.25	-2.45														10	10	51.17	22	tr|G2QQB7|G2QQB7_MYCTT		protein refolding [GO:0042026]
m.thermophila	G2QQD7	ATP synthase subunit beta	N						2.69	2.28	2.62	1.78	2.81	2.20										19	19	323.31	148	tr|G2QQD7|G2QQD7_MYCTT	EC 3.6.3.14	ATP synthesis coupled proton transport [GO:0015986]
m.thermophila	G2QQH3	Histone H3	N						-0.50	-1.04	-1.64													3	3	5.4306	22	tr|G2QQH3|G2QQH3_MYCTT		
h.jecorina	G0RWC5	Glycoside hydrolase family 31	Y	GH31	GH										-2.86		-3.15		-2.03	0.08				7	7	53.803	43	tr|G0RWC5|G0RWC5_HYPJQ		carbohydrate metabolic process [GO:0005975]
n.crassa	P07509	Superoxide dismutase [Cu-Zn]	N						1.28	1.83	0.70						0.12							4	4	63.782	39	sp|P07509|SODC_NEUCR	EC 1.15.1.1	age-dependent response to reactive oxygen species involved in chronological cell aging [GO:0001320]; cellular copper ion homeostasis [GO:0006878]; cellular zinc ion homeostasis [GO:0006882]; fungal-type cell wall organization [GO:0031505]; negative regulation of cellular respiration [GO:1901856]; positive regulation of sequence-specific DNA binding transcription factor activity [GO:0051091]; positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0036091]; protein stabilization [GO:0050821]
m.thermophila	G2QAE3	Glycoside hydrolase family 31 protein	Y	GH31	GH										-1.38	-1.97	-1.43							6	6	153.08	22	tr|G2QAE3|G2QAE3_MYCTT		carbohydrate metabolic process [GO:0005975]
n.crassa	P22151	Glucose-repressible gene protein	N						-1.61		-2.44													2	2	13.294	6	sp|P22151|GRG1_NEUCR		
n.crassa	P53444	Fructose-bisphosphate aldolase	N						0.30	-1.39	-0.87													5	5	323.31	32	sp|P53444|ALF_NEUCR	EC 4.1.2.13	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
n.crassa	P54118	Glyceraldehyde-3-phosphate dehydrogenase	N																		-0.61	-0.60	-1.92	4	4	26.023	7	sp|P54118|G3P_NEUCR	EC 1.2.1.12	glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]
n.crassa	P61859	Calmodulin	N						-0.24	0.50	-0.53													4	4	118.03	15	sp|P61859|CALM_NEUCR		
n.crassa	P87102	Nuclear transport factor 2	N						-0.53		-0.07													3	3	23.068	11	sp|P87102|NTF2_NEUCR		protein transport [GO:0015031]
n.crassa	Q7RV85	Enolase	N						-0.36		-1.61													5	5	149.4	13	sp|Q7RV85|ENO_NEUCR	EC 4.2.1.11	glycolytic process [GO:0006096]
m.thermophila	G2QD40	Glycoside hydrolase family 31 protein	N	GH31	GH													-1.98	-2.24	-3.34				9	9	20.659	19	tr|G2QD40|G2QD40_MYCTT		carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762159622	alpha-glucosidase	Y	GH31	GH											-1.96	-1.57							9	9	41.327	23	2762159622		carbohydrate metabolic process
n.crassa	F5HBN4	Thioredoxin II	N							0.20	0.38													2	2	20.939	10	tr|F5HBN4|F5HBN4_NEUCR		cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; glycerol ether metabolic process [GO:0006662]
n.crassa	Q1K5A2	Non-anchored cell wall protein 1	Y						-0.56	0.76	-0.20		-0.27							-0.50	-0.06	0.38	0.28	8	8	323.31	67	tr|Q1K5A2|Q1K5A2_NEUCR		carbohydrate metabolic process [GO:0005975]
n.crassa	Q1K5P6	Methionine synthase	N						0.21	-1.94														12	12	149.85	23	tr|Q1K5P6|Q1K5P6_NEUCR		homocysteine metabolic process [GO:0050667]
p.chrysosporium	2762168159	glycoside hydrolase family 31 protein	Y	GH31	GH				0.82	0.57	0.41	-0.70	-0.80	-2.69		-0.04	0.21							17	17	189.93	148	2762168159		carbohydrate metabolic process
a.terreus	Q0D0B8	Beta-galactosidase	Y	GH35	GH				0.17	1.12	0.77		0.99	0.93	0.76	0.96	0.78	0.04	-2.10	-0.80				26	26	164.28	238	tr|Q0D0B8|Q0D0B8_ASPTN		carbohydrate metabolic process [GO:0005975]
n.crassa	Q1K679	Clock controlled protein CCG-14	Y																			-0.22	0.88	3	3	159.14	60	tr|Q1K679|Q1K679_NEUCR		
n.crassa	Q1K6P1	Uncharacterized protein	Y						1.87		1.28					0.58								6	6	174.56	30	tr|Q1K6P1|Q1K6P1_NEUCR		
h.jecorina	G0RQN9	Beta-galactosidase	Y	GH35	GH										-1.22		-1.78							5	5	39.502	25	tr|G0RQN9|G0RQN9_HYPJQ	EC 3.2.1.23	carbohydrate metabolic process [GO:0005975]
n.crassa	Q1K6S6	Clock-controlled gene-15	Y						0.24		-1.23					-0.10					0.73	1.80	2.25	6	6	323.31	93	tr|Q1K6S6|Q1K6S6_NEUCR		fungal-type cell wall organization [GO:0031505]
p.chrysosporium	2762172789	Glycoside Hydrolase Family 35 protein	Y	GH35	GH				1.11	0.66	0.65	0.45	0.25	-1.84		1.46	1.59							19	19	284.42	257	2762172789	EC 3.2.1.23	
p.chrysosporium	2762171471	glycoside hydrolase	Y	GH37	GH				-2.34	-2.42	-2.58	-2.48				-2.36	-2.30							5	5	17.184	33	2762171471	EC 3.2.1.28	trehalose metabolic process
n.crassa	Q7RYB4	Uncharacterized protein	Y						-0.68	0.88	0.25	-1.64	-2.29					0.05	0.63	-2.17	-0.86	-0.94	-2.00	4	4	323.31	51	tr|Q7RYB4|Q7RYB4_NEUCR		
n.crassa	Q7RYC5	Uncharacterized protein	Y										1.23	-0.11										3	3	323.31	8	tr|Q7RYC5|Q7RYC5_NEUCR		
m.thermophila	G2QM97	Glycoside hydrolase family 43 protein	N	GH43_1	GH	xylan;arabinan			-0.86	-1.02	-1.62		-0.18	-0.24										10	10	56.329	52	tr|G2QM97|G2QM97_MYCTT	EC 3.2.1.37	carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QDZ0	Glycoside hydrolase family 43 protein	N	GH43_11	GH	xylan;arabinan			-0.44	-0.44	0.26		0.09											5	5	58.763	28	tr|G2QDZ0|G2QDZ0_MYCTT		carbohydrate metabolic process [GO:0005975]
n.crassa	Q7S1D6	Malate dehydrogenase	N						1.32		0.78													9	9	122.89	31	tr|Q7S1D6|Q7S1D6_NEUCR	EC 1.1.1.37	carbohydrate metabolic process [GO:0005975]; malate metabolic process [GO:0006108]; tricarboxylic acid cycle [GO:0006099]
m.thermophila	G2QAJ6	Glycoside hydrolase family 43 protein	Y	GH43_14	GH	xylan;arabinan			-0.54	-0.42	-0.68													6	6	26.65	23	tr|G2QAJ6|G2QAJ6_MYCTT		carbohydrate metabolic process [GO:0005975]
n.crassa	Q7S2L6	ACW-7	Y						-0.83	-1.40												-2.88	-2.26	2	2	61.662	16	tr|Q7S2L6|Q7S2L6_NEUCR		
m.thermophila	G2QHQ9	Glycoside hydrolase family 43 protein	Y	GH43_21	GH	xylan;arabinan			1.65	1.85	0.69	0.69	0.34	0.60	-0.21	-0.44	-0.25							13	13	184.86	161	tr|G2QHQ9|G2QHQ9_MYCTT		
